Id,SalePrice
1461,120454.87549895857
1462,202846.89694367294
1463,176540.25221287567
1464,190572.3967873597
1465,186118.1432801274
1466,168531.70384550717
1467,180919.55597760066
1468,158774.21965471367
1469,197697.06483042854
1470,104473.90158432908
1471,201028.0557735762
1472,106981.774513823
1473,95736.225013011
1474,139365.3392418907
1475,98871.62978504959
1476,355671.5005847614
1477,244992.71351268643
1478,294799.3590772309
1479,290406.8385460145
1480,456867.2031274965
1481,289645.6115021998
1482,208250.3458437839
1483,180569.94200762297
1484,164428.91125878043
1485,185131.69885080695
1486,206510.39376377096
1487,298597.21858488745
1488,245886.9129041279
1489,194357.91574423664
1490,248018.89692092699
1491,206781.77695046502
1492,95269.68323822167
1493,178915.75838736715
1494,295286.7935794162
1495,273971.3961706208
1496,247371.91440780996
1497,174716.00094076982
1498,164244.92703802473
1499,155655.34907365
1500,154762.790567628
1501,202520.46783236356
1502,147920.7394296609
1503,290017.34534129035
1504,239188.48521579796
1505,226499.4538520991
1506,195725.8042056336
1507,258777.81195395108
1508,208693.99990585976
1509,151638.1374869176
1510,141508.78494124263
1511,158151.3750306193
1512,181032.1659478447
1513,139813.27850014713
1514,159014.22454043652
1515,224032.61255199253
1516,176810.8844246162
1517,178880.39288932222
1518,122608.03206961777
1519,237128.28130477175
1520,125746.93540657061
1521,133575.40376673162
1522,192389.13288116397
1523,98920.88832310161
1524,123294.3995870078
1525,106211.12629154355
1526,93256.20208851488
1527,88056.96325003689
1528,151772.58549015655
1529,154917.3969845885
1530,188297.28143535237
1531,131189.36883277507
1532,111799.5609008576
1533,169848.23667075692
1534,151772.0987046681
1535,176746.81908705638
1536,116024.48805288612
1537,36701.573974048515
1538,157460.73634744866
1539,222513.5975244324
1540,105297.57130236253
1541,152356.3880298014
1542,203475.31163501038
1543,205675.06504444237
1544,84769.50325590125
1545,99260.75265219447
1546,143810.92878680417
1547,159886.2844867122
1548,142013.87745825257
1549,114173.9412455675
1550,135747.8566448961
1551,140459.1525349089
1552,146270.9054964909
1553,166109.1889784498
1554,115562.94624468409
1555,186372.20380876376
1556,110296.72395216205
1557,145107.69762229334
1558,110043.69434908687
1559,74104.16138192873
1560,137322.1432455002
1561,158091.91147330456
1562,129858.19064259797
1563,113874.3295952489
1564,172226.83615103376
1565,137708.8477022863
1566,246334.652702214
1567,74223.26276616736
1568,225428.7023066621
1569,149207.61838419538
1570,126619.43526186603
1571,101609.64088511207
1572,141959.57693711645
1573,263381.2926438158
1574,106310.95137742876
1575,238259.01767078135
1576,253990.7128202925
1577,191014.4475970389
1578,156044.09735135906
1579,133859.2479874576
1580,190043.48478949818
1581,160482.35997366672
1582,112765.6295323285
1583,311211.88475885894
1584,227441.64635470303
1585,145571.90776434998
1586,53205.57594751204
1587,88568.88550938225
1588,151537.81494275868
1589,93924.8672056269
1590,133647.67753572456
1591,78240.57675318571
1592,141969.07216852563
1593,111034.19637161218
1594,144133.97719632703
1595,114619.88875524035
1596,235334.46618452703
1597,169271.80007378594
1598,187420.08712856594
1599,181021.55297193682
1600,172034.22099658987
1601,32039.125978023745
1602,119419.5211660625
1603,50792.12174333792
1604,273624.46586964757
1605,246560.61873622498
1606,170350.03016830873
1607,172033.19573786712
1608,207857.459171972
1609,190842.36209691747
1610,141966.1380947084
1611,126023.61352906586
1612,190745.68541291403
1613,161360.09128968016
1614,123987.18669921221
1615,88036.37179442756
1616,61363.552879172974
1617,71637.44143182367
1618,112423.78506997494
1619,145330.02775304925
1620,153353.28581561145
1621,142606.12655551737
1622,145483.06822390677
1623,270700.59269465343
1624,228473.8717761552
1625,124965.61697185985
1626,183004.90475400112
1627,189809.0827564338
1628,276281.5722826212
1629,165080.50839654257
1630,343336.6097186194
1631,203872.7545303459
1632,228941.31427704287
1633,171602.20228720602
1634,183337.63824384502
1635,175157.6396526163
1636,146168.12259416305
1637,197588.05857734976
1638,180750.07535019712
1639,179457.4738930645
1640,261778.58246636466
1641,181228.41808138223
1642,249651.1981148126
1643,210838.5857002558
1644,224604.09589663995
1645,227155.57154641987
1646,160562.76533276954
1647,155017.72786381995
1648,129708.30251661304
1649,136509.9537769002
1650,92127.56520108895
1651,105990.37804439625
1652,100972.82885130805
1653,104987.02568708472
1654,139056.13562125174
1655,140047.50557131084
1656,132548.81069526286
1657,141096.2107197049
1658,140533.35920801773
1659,104207.40034171125
1660,148862.72450140293
1661,432943.636305933
1662,352780.0049023671
1663,375838.87619269185
1664,423193.07558452967
1665,316781.6039620106
1666,323371.04395524354
1667,342647.20974189206
1668,351316.6702722969
1669,303335.4111743695
1670,347832.20241743675
1671,271094.0797002783
1672,406364.9426489447
1673,284139.807173147
1674,248973.04430716648
1675,209524.27171150676
1676,212670.12981441183
1677,218863.3793317329
1678,446962.5173373796
1679,362261.614957572
1680,327494.2747119651
1681,275386.19366215967
1682,297447.99772238533
1683,188338.26748814827
1684,177345.1780359868
1685,183444.7986205405
1686,166830.888464432
1687,173117.8366294352
1688,202472.45464844364
1689,200947.1572103402
1690,203619.65459972862
1691,186655.276331736
1692,251219.14990039455
1693,170804.15563164637
1694,174305.58641199063
1695,155219.1523602298
1696,254579.01225444413
1697,154931.60946228745
1698,324979.5290628172
1699,326516.5934521563
1700,247829.96031550574
1701,267160.4804698894
1702,251510.79441581893
1703,239025.14841718032
1704,285537.8000388577
1705,257516.54468497745
1706,331196.5112522858
1707,208670.97437494973
1708,207647.38406934644
1709,266687.27925080113
1710,229496.54706079978
1711,276765.94753841293
1712,254732.02513004918
1713,278473.9025274308
1714,228314.1426647483
1715,210442.94924768203
1716,190656.6711641142
1717,177266.15756596279
1718,147453.41628756525
1719,218506.31170614128
1720,273583.72241127526
1721,175910.0208076189
1722,134210.60540971725
1723,159515.34703560814
1724,215293.3847683271
1725,234261.92825314202
1726,193850.8635348245
1727,160489.88803887236
1728,186140.15161920094
1729,158953.19340880698
1730,160150.79025571875
1731,122634.9929907746
1732,121420.61773926501
1733,104787.54167361716
1734,109190.65657637393
1735,129083.88228824886
1736,100237.05629770693
1737,308333.0831236936
1738,233798.79358412183
1739,267161.41873815947
1740,221029.93890786308
1741,202797.67718535158
1742,183030.43863181243
1743,186790.4068052092
1744,324048.1121118354
1745,230281.78588550995
1746,191672.4855289435
1747,216305.5658753261
1748,220012.73824246944
1749,162184.39230066564
1750,130742.36889639923
1751,256327.17605608402
1752,107811.697908336
1753,159215.0795859377
1754,199107.67797044
1755,185295.0109271946
1756,126157.07204441624
1757,107401.61269387181
1758,136740.86785388604
1759,153702.8091484924
1760,164039.6381424601
1761,166867.9008475681
1762,169289.33383420223
1763,171522.3129741277
1764,93440.05145488626
1765,206948.71802011514
1766,190885.78323415673
1767,238174.56029819607
1768,144041.06499923905
1769,174202.76367718846
1770,162157.9403796791
1771,102329.60695068857
1772,146130.78030103078
1773,120010.4419430927
1774,145016.9308793865
1775,132908.80890757137
1776,116003.73636465783
1777,108170.33277401651
1778,150658.48511310678
1779,135559.21851521096
1780,177386.70698635496
1781,115391.21712770635
1782,65894.5711341682
